Gene	"Gene synonym"	Uniprot
LRRC56	"DKFZp761L1518, DNAAF12, FLJ00101"	Q8IYG6
LRRC8A	"FLJ10337, KIAA1437, LRRC8, SWELL1"	Q8IWT6
LRRK1	"FLJ23119, KIAA1790, RIPK6, ROCO1"	Q38SD2
LRRK2	"DKFZp434H2111, FLJ45829, PARK8, RIPK7, ROCO2"	Q5S007
LRSAM1	"CMT2P, FLJ31641, RIFLE, TAL"	Q6UWE0
LRTOMT	"CFAP111, COMT2, DFNB63, LRRC51, LRTOMT1, LRTOMT2"	Q8WZ04
LSM11	FLJ38273	P83369
LSR	"ILDR3, LISCH7"	Q86X29
LSS	OSC	P48449
LTA	"LT, TNFB, TNFSF1"	P01374
LTBP1		Q14766
LTBP2	"C14orf141, LTBP3"	Q14767
LTBP3	LTBP2	Q9NS15
LTBP4	"FLJ46318, FLJ90018, LTBP-4, LTBP-4L"	Q8N2S1
LTC4S	MGC33147	Q16873
LTK	TYK1	P29376
LYL1	bHLHa18	P12980
LYN	JTK8	P07948
LYRM1	A211C6.1	O43325
LYRM4	"C6orf149, CGI-203, ISD11"	Q9HD34
LYRM7	"C5orf31, FLJ20796, MZM1L"	Q5U5X0
LYST	"CHS, CHS1, Mauve"	Q99698
LYZ		P61626
LZTFL1	BBS17	Q9NQ48
LZTR1	"BTBD29, LZTR-1"	Q8N653
LZTS1	FEZ1	Q9Y250
M1AP	"C2orf65, D6Mm5e, SPATA37"	Q8TC57
MAB21L1	CAGR1	Q13394
MAB21L2		Q9Y586
MACF1	"ABP620, ACF7, FLJ45612, FLJ46776, KIAA0465, KIAA0754, KIAA1251, Lnc-PMIF, MACF"	Q9UPN3
MACROD1	LRP16	Q9BQ69
MAD1L1	"HsMAD1, MAD1, PIG9, TP53I9, TXBP181"	Q9Y6D9
MAD2L2	"FANCV, MAD2B, POLZ2, REV7"	Q9UI95
MADD	"DENN, KIAA0358, RAB3GEP"	Q8WXG6
MAF	c-MAF	O75444
MAFA	"hMafA, RIPE3b1"	Q8NHW3
MAFB	KRML	Q9Y5Q3
MAG	"GMA, S-MAG, SIGLEC-4A, SIGLEC4A"	P20916
MAGED2	"11B6, BCG1, HCA10, JCL-1, MAGE-D2, MAGED, MGC8386"	Q9UNF1
MAGEL2	"NDNL1, nM15"	Q9UJ55
MAGI2	"ACVRIP1, AIP1, ARIP1, KIAA0705, MAGI-2"	Q86UL8
MAGT1	"DKFZp564K142, IAP, MRX95, OST3B, SLC58A1"	Q9H0U3
MAK	"dJ417M14.2, RP62"	P20794
MALT1	"MLT, PCASP1"	Q9UDY8
MAML2	"KIAA1819, MAM3"	Q8IZL2
MAMLD1	"CG1, CXorf6, F18"	Q13495
MAN1B1	"ERMan1, ERManI, MANA-ER, MRT15"	Q9UKM7
MAN2B1	"LAMAN, MANB"	O00754
MAN2C1	"MANA, MANA1"	Q9NTJ4
MANBA		O00462
MAOA		P21397
MAP1B	"MAP5, PPP1R102"	P46821
MAP2K1	"MAPKK1, MEK1, PRKMK1"	Q02750
MAP2K2	"MEK2, PRKMK2"	P36507
MAP2K3	"MAPKK3, MEK3, MKK3, PRKMK3"	P46734
MAP3K1	"MAPKKK1, MEKK, MEKK1"	Q13233
MAP3K20	"MLK7, MLTK, MLTKalpha, MLTKbeta, MRK, ZAK"	Q9NYL2
MAP3K7	"MEKK7, TAK1"	O43318
MAP3K9	"MEKK9, MLK1, PRKE1"	P80192
MAPK1	"ERK, ERK2, MAPK2, p41mapk, PRKM1, PRKM2"	P28482
MAPK10	"JNK3, p493F12, p54bSAPK, PRKM10"	P53779
MAPK12	"ERK6, p38gamma, PRKM12, SAPK-3, SAPK3"	P53778
MAPK8IP1	"IB1, JIP-1, JIP1, PRKM8IP"	Q9UQF2
MAPK8IP3	"JIP3, JSAP1, KIAA1066, syd"	Q9UPT6
MAPKAPK3	"3pK, MAPKAP3, MK-3, MK3"	Q16644
MAPKAPK5	"MK5, PRAK"	Q8IW41
MAPKBP1	"KIAA0596, NPHP20"	O60336
MAPRE2	"EB1, EB2, RP1"	Q15555
MAPT	"DDPAC, FLJ31424, FTDP-17, MAPTL, MGC138549, MSTD, MTBT1, MTBT2, PPND, PPP1R103, tau, tau-40"	P10636
MARCHF6	"MARCH-VI, MARCH6, RNF176, TEB4"	O60337
MARK1	"MARK, PAR-1C"	Q9P0L2
MARK3	"CTAK1, KP78, PAR-1A"	P27448
MARS1	"CMT2U, MARS, MetRS, SPG70"	P56192
MARS2	"mtMetRS, SPAX3"	Q96GW9
MARVELD2	"DFNB49, FLJ30532, MRVLDC2, TRIC"	Q8N4S9
MAS1		P04201
MASP1	"CRARF, MAP-1, Map44, MASP, MASP-3, PRSS5"	P48740
MASP2	"MAP-2, Map19, MASP1P1, sMAP"	O00187
MAST1	"KIAA0973, SAST"	Q9Y2H9
MASTL	"FLJ14813, Gwl, THC2"	Q96GX5
MAT1A	"MAT, MATA1, SAMS, SAMS1"	Q00266
MATN3	"EDM5, HOA"	O15232
MATR3	"KIAA0723, MGC9105, MPD2, VCPDM"	P43243
MAX	"bHLHd4, bHLHd5, bHLHd6, bHLHd7, bHLHd8"	P61244
MBD4	MED1	O95243
MBD5	"FLJ11113, KIAA1461"	Q9P267
MBNL1	"EXP, EXP35, EXP40, EXP42, KIAA0428, MBNL"	Q9NR56
MBOAT7	"BB1, hMBOA-7, LENG4, LPIAT1, LPLAT, LPLAT11"	Q96N66
MBP		P02686
MBTD1	"FLJ20055, SA49P01"	Q05BQ5
MBTPS1	"KIAA0091, PCSK8, S1P, SKI-1"	Q14703
MBTPS2	"KFSD, S2P"	O43462
MC1R	MSH-R	Q01726
MC2R	ACTHR	Q01718
MC4R		P32245
MCCC1	"MCCA, MCCCalpha"	Q96RQ3
MCCC2	"MCCB, MCCCbeta"	Q9HCC0
MCEE	"GLOD2, MCE, MMCE"	Q96PE7
MCF2	"ARHGEF21, DBL"	P10911
MCF2L2	"ARHGEF22, KIAA0861"	Q86YR7
MCFD2	"F5F8D, LMAN1IP, SDNSF"	Q8NI22
MCIDAS	"IDAS, MCI, MCIN"	D6RGH6
MCM10	"CNA43, DNA43, PRO2249"	Q7L590
MCM2	"BM28, CCNL1, cdc19, CDCL1, D3S3194, DFNA70, KIAA0030"	P49736
MCM3AP	"GANP, KIAA0572, Map80, SAC3"	O60318
MCM4	"CDC21, CDC54, hCdc21, MGC33310, P1-Cdc21"	P33991
MCM5	CDC46	P33992
MCM8	"C20orf154, dJ967N21.5, MGC119522, MGC119523, MGC12866, MGC4816, REC"	Q9UJA3
MCM9	"C6orf61, dJ329L24.3, FLJ20170, MCMDC1, MGC35304"	Q9NXL9
MCOLN1	"ML4, MLIV, MST080, MSTP080, TRPM-L1, TRPML1"	Q9GZU1
MCPH1	"BRIT1, FLJ12847"	Q8NEM0
MCTP2	"FLJ11175, FLJ33303"	Q6DN12
MDFIC	"HIC, MDFIC1"	Q9P1T7
MDH1		P40925
MDH2		P40926
MDM2	"HDM2, MGC5370"	Q00987
MDM4	"HDMX, MDMX"	O15151
MEAF6	"C1orf149, CENP-28, Eaf6, FLJ11730, NY-SAR-91"	Q9HAF1
MECOM	"EVI1, KMT8E, MDS1, MDS1-EVI1, PRDM3"	Q03112
MECP2	"MRX16, MRX79, RTT"	P51608
MECR	"CGI-63, ETR1, FASN2B, NRBF1"	Q9BV79
MED12	"ARC240, CAGH45, FGS1, HOPA, KIAA0192, Kto, OKS, OPA1, TNRC11, TRAP230"	Q93074
MED12L	"KIAA1635, TNRC11L, TRALP, TRALPUSH"	Q86YW9
MED13	"KIAA0593, THRAP1, TRAP240"	Q9UHV7
MED13L	"KIAA1025, THRAP2, TRAP240L"	Q71F56
MED17	"CRSP6, CRSP77, DRIP80, SRB4, TRAP80"	Q9NVC6
MED23	"CRSP130, CRSP3, DRIP130, MRT18, Sur2"	Q9ULK4
MED25	"ACID1, ARC92, DKFZp434K0512, TCBAP0758"	Q71SY5
MED27	"CRSP34, CRSP8, MED3, TRAP37"	Q6P2C8
MEF2A	"RSRFC4, RSRFC9"	Q02078
MEF2C		Q06413
MEFV	"FMF, MEF, TRIM20"	O15553
MEGF10	"KIAA1780, SR-F3"	Q96KG7
MEGF8	"C19orf49, EGFL4, FLJ22365, SBP1"	Q7Z7M0
MEI1	"MGC40042, SPATA38"	Q5TIA1
MEIOB	"C16orf73, MGC35212"	Q8N635
MEIS2	"HsT18361, MRG1"	O14770
MELK	KIAA0175	Q14680
MEN1		O00255
MEOX1	MOX1	P50221
MERTK	"c-Eyk, mer, RP38, Tyro12"	Q12866
MESD	"BOCA, KIAA0081, MESDC2"	Q14696
MESP2	"bHLHc6, SCDO2"	Q0VG99
MET	"DFNB97, HGFR, RCCP2"	P08581
METTL13	"CGI-01, DFNM1, EEF1AKNMT, FEAT, KIAA0859, METTL13"	Q8N6R0
METTL23	"C17orf95, LOC124512"	Q86XA0
METTL27	WBSCR27	Q8N6F8
METTL5	HSPC133	Q9NRN9
MEX3C	"FLJ38871, RKHD2, RNF194"	Q5U5Q3
MFAP5	"MAGP2, MP25"	Q13361
MFF	"C2orf33, GL004"	Q9GZY8
MFHAS1	"LRRC65, MASL1"	Q9Y4C4
MFN2	"CMT2A2, CPRP1, KIAA0214, MARF"	O95140
MFRP	"C1QTNF5, FLJ30570, NNO2, rd6"	Q9BY79
MFSD2A	"FLJ14490, MFSD2, SLC59A1"	Q8NA29
MFSD8	"CLN7, MGC33302"	Q8NHS3
MGAT2	GNT-II	Q10469
MGME1	"bA504H3.4, C20orf72, DDK1"	Q9BQP7
MGP		P08493
MIA2	"cTAGE-5A, cTAGE-5B, cTAGE-5C, cTAGE-5D, CTAGE5, FLJ22404, MEA6, MGEA, MGEA11, MGEA6, TALI"	Q96PC5
MIA3	"FLJ39207, KIAA0268, TANGO, TANGO1, UNQ6077"	Q5JRA6
MIB1	"DIP-1, KIAA1323, MIB, ZZANK2, ZZZ6"	Q86YT6
MICB	PERB11.2	Q29980
MICOS13	"C19orf70, MIC12, MIC13, P117, QIL1"	Q5XKP0
MICU1	"CALC, CBARA1, EFHA3, FLJ12684"	Q9BPX6
MID1	"FXY, OS, RNF59, TRIM18"	O15344
MID2	"FXY2, MRX101, RNF60, TRIM1"	Q9UJV3
MIEF2	"MGC23130, MiD49, SMCR7"	Q96C03
MIF	"GIF, GLIF"	P14174
MINPP1	MIPP	Q9UNW1
MIP	"AQP0, LIM1, MP26"	P30301
MIPEP	MIP	Q99797
MIPOL1	CCDC193	Q8TD10
MITF	"bHLHe32, MI, WS2, WS2A"	O75030
MKKS	BBS6	Q9NPJ1
MKRN3	"D15S9, MGC88288, RNF63, ZFP127, ZNF127"	Q13064
MKS1	"BBS13, FLJ20345, MKS, POC12"	Q9NXB0
MLC1	"KIAA0027, LVM, MLC, VL"	Q15049
MLF1		P58340
MLH1	"COCA2, FCC2, HNPCC, HNPCC2, MLH-1"	P40692
MLH3		Q9UHC1
MLIP	"C6orf142, CIP, MGC18257"	Q5VWP3
MLLT1	"ENL, LTG19, YEATS1"	Q03111
MLLT10	AF10	P55197
MLLT11	AF1Q	Q13015
MLLT3	"AF-9, AF9, YEATS3"	P42568
MLLT6	"AF17, FLJ23480"	P55198
MLPH	"exophilin-3, l(1)-3Rk, l1Rk3, ln, Slac-2a"	Q9BV36
MLXIPL	"bHLHd14, CHREBP, MIO, MONDOB, WBSCR14, WS-bHLH"	Q9NP71
MLYCD	"hMCD, MCD"	O95822
MMAA	cblA	Q8IVH4
MMAB	"cblB, CFAP23"	Q96EY8
MMACHC	"cblC, DKFZP564I122"	Q9Y4U1
MMADHC	"C2orf25, cblD, CL25022"	Q9H3L0
MME	"CALLA, CD10, NEP"	P08473
MMP13	CLG3	P45452
MMP14	MT1-MMP	P50281
MMP19	"MMP18, RASI-1"	Q99542
MMP2	"CLG4, CLG4A, TBE-1"	P08253
MMP20		O60882
MMP21		Q8N119
MMP3	"STMY, STMY1"	P08254
MMP9	CLG4B	P14780
MMRN1	"ECM, EMILIN4, GPIa*, MMRN"	Q13201
MMUT	"MCM, MUT"	P22033
MN1	"MGCR, MGCR1, MGCR1-PEN"	Q10571
MNS1	"FLJ11222, SPATA40"	Q8NEH6
MNX1	"HB9, HLXB9, HOXHB9, SCRA1"	P50219
MOCOS	"FLJ20733, HMCS, MOS"	Q96EN8
MOCS1	MOCOD	Q9NZB8
MOCS2	"MOCO1, MOCS2A, MOCS2B"	"O96007, O96033"
MOG	"BTN6, BTNL11"	Q16653
MOGS	"CWH41, DER7, GCS1"	Q13724
MORC2	"AC004542.C22.1, KIAA0852, ZCW3, ZCWCC1"	Q9Y6X9
MOV10L1	"CHAMP, DJ402G11.8, DKFZp434B0717"	Q9BXT6
MPC1	"BRP44L, CGI-129, dJ68L15.3, SLC54A1"	Q9Y5U8
MPDU1	"CDGIf, Lec35, PQLC5, SL15, SLC66A5"	O75352
MPDZ	MUPP1	O75970
MPEG1	MPG1	Q2M385
MPI		P34949
MPIG6B	"C6orf25, G6b, G6b-B, NG31"	O95866
MPL	"CD110, THPOR, TPOR"	P40238
MPLKIP	"C7orf11, ORF20, TTDN1"	Q8TAP9
MPO		P05164
MPST	"MST, TST2, TUM1"	P25325
MPV17	SYM1	P39210
MPZ	"CMT1, CMT1B, CMT2I, CMT2J, HMSNIB, P0"	P25189
MPZL2	"EVA, EVA1"	O60487
MRAP	"B27, C21orf61, FALP"	Q8TCY5
MRAP2	"bA51G5.2, C6orf117"	Q96G30
MRAS	"M-RAs, R-RAS3, RRAS3"	O14807
MRE11	"ATLD, MRE11A"	P49959
MRM2	"FJH1, FTSJ2, RRMJ2"	Q9UI43
MRPL12	"MRPL7, MRPL7/L12, RPML12"	P52815
MRPL3	"MRL3, RPML3"	P09001
MRPL44	"FLJ12701, FLJ13990"	Q9H9J2
MRPS14	HSMRPS14	O60783
MRPS16	CGI-132	Q9Y3D3
MRPS2	CGI-91	Q9Y399
MRPS22	"C3orf5, GIBT, GK002, MRP-S22"	P82650
MRPS23	"CGI-138, HSPC329, MRP-S23"	Q9Y3D9
MRPS25	"DKFZp313H0817, FLJ00023, MRP-S25, RPMS25"	P82663
MRPS28	"HSPC007, MRP-S28, MRPS35"	Q9Y2Q9
MRPS34	"MGC2616, MRP-S12"	P82930
MRPS7	"MRP-S, RP-S7, RPMS7"	Q9Y2R9
MRTFA	"BSAC, KIAA1438, MAL, MKL, MKL1, MRTF-A"	Q969V6
MRTFB	"FLJ31823, MKL2, MRTF-B"	Q9ULH7
MS4A1	"B1, Bp35, CD20, FMC7"	P11836
MSH2	"COCA1, HNPCC, HNPCC1, MSH-2"	P43246
MSH3	"DUP, MRP1"	P20585
MSH4		O15457
MSH5	G7	O43196
MSH6	"GTBP, MSH-6"	P52701
MSI2		Q96DH6
MSL3	MSL3L1	Q8N5Y2
MSLN	"CAK1, MPF"	Q13421
MSMB	"IGBF, MSP, MSPB, PN44, PRPS, PSP, PSP-94, PSP57, PSP94"	P08118
MSMO1	"DESP4, ERG25, SC4MOL"	Q15800
MSN		P26038
MSR1	"CD204, SCARA1, SR-A, SR-AI, SR-AII, SR-AIII"	P21757
MSRB3	"DFNB74, DKFZp686C1178, FLJ36866"	Q8IXL7
MST1R	"CD136, CDw136, PTK8, RON, SEA"	Q04912
MSTN	GDF8	O14793
MSTO1	"FLJ10504, LST005, misato, MST"	Q9BUK6
MSX1	"HOX7, HYD1, OFC5"	P28360
MSX2	"CRS2, FPP, HOX8, MSH, PFM, PFM1"	P35548
MT-ATP6	"ATP6, ATPase-6, MTATP6, RP, Su6m"	P00846
MT-ATP8	"A6L, ATP8, MTATP8, URFA6L"	P03928
MT-CO1	"COI, COX1, MTCO1"	P00395
MT-CO2	"CO2, COX2, MTCO2"	P00403
MT-CO3	"CO3, COIII, COX3, MTCO3"	P00414
MT-CYB	"COB, CYTB, MTCYB, UQCR3"	P00156
MT-ND1	"MTND1, NAD1, ND1"	P03886
MT-ND2	"MTND2, NAD2, ND2"	P03891
MT-ND3	"MTND3, NAD3, ND3"	P03897
MT-ND4	"LHON, MTND4, NAD4, ND4"	P03905
MT-ND4L	"MTND4L, NAD4L, ND4L"	P03901
MT-ND5	"MTND5, NAD5, ND5"	P03915
MT-ND6	"MTND6, NAD6, ND6"	P03923
MTA1		Q13330
MTAP	"c86fus, MSAP"	Q13126
MTCP1	"P13MTCP1, p8MTCP1, TCL1C"	P56278
MTFMT	FMT1	Q96DP5
MTHFD1	"MTHFC, MTHFD"	P11586
MTHFR		P42898
MTHFS	HsT19268	P49914
MTM1		Q13496
MTMR14	"C3orf29, FLJ22405, FLJ90311, hEDTP, hJumpy"	Q8NCE2
MTMR2	"CMT4B, KIAA1073"	Q13614
MTO1		Q9Y2Z2
MTOR	"FLJ44809, FRAP, FRAP1, FRAP2, RAFT1, RAPT1"	P42345
MTPAP	"FLJ10486, PAPD1, SPAX4, TENT6"	Q9NVV4
MTR	cblG	Q99707
MTRFR	"C12orf65, COXPD7, FLJ38663, mtRF-R, SPG55"	Q9H3J6
MTRR	cblE	Q9UBK8
MTTP	"ABL, MTP"	P55157
MTUS1	"ATBP, ATIP1, ATIP3, DKFZp586D1519, FLJ14295, ICIS, KIAA1288, MP44, MTSG1"	Q9ULD2
MTX2		O75431
MUC1	"ADMCKD, ADMCKD1, Ca15-3, CD227, EMA, KL-6, MCD, MCKD, MCKD1, PEM, PUM"	P15941
MUC5B	"MG1, MUC5"	Q9HC84
MUC7	"FLJ27047, MG2"	Q8TAX7
MUSK		O15146
MUTYH	MYH	Q9UIF7
MVD	MPD	P53602
MVK	"LRBP, MK"	Q03426
MXI1	"bHLHc11, MAD2, MXD2, MXI"	P50539
MXRA5	DKFZp564I1922	Q9NR99
MYBPC1	ssMyBP-C	Q00872
MYBPC3	"CMH4, cMyBP-C, FHC"	Q14896
MYC	"bHLHe39, c-Myc, MYCC"	P01106
MYCN	"bHLHe37, MYCNOT, N-myc, NMYC"	P04198
MYD88		Q99836
MYF5	bHLHc2	P13349
MYG1	"C12orf10, Gamm1, MYG"	Q9HB07
MYH10	NMMHCB	P35580
MYH11	"SMHC, SMMHC, SMMS-1"	P35749
MYH14	"DFNA4, FLJ13881, KIAA2034, MHC16, MYH17"	Q7Z406
MYH2	"IBM3, MYH2A, MYHas8, MyHC-2A, MyHC-IIa, MYHSA2"	Q9UKX2
MYH3	"HEMHC, MYHC-EMB, MYHSE1, SMHCE"	P11055
MYH6		P13533
MYH7	"CMD1S, CMH1, MPD1"	P12883
MYH8	"MyHC-peri, MyHC-pn"	P13535
MYH9	"DFNA17, EPSTS, FTNS, MHA, NMHC-II-A, NMMHCA"	P35579
MYL1	"MLC-1, MLC1, MLC1/3, MLC1F, MLC3F"	P05976
MYL11	"HUMMLC2B, MRLC2, MYLPF"	Q96A32
MYL2	CMH10	P10916
MYL3	"CMH8, MLC1SB, MLC1V, VLC1"	P08590
MYL4	"ALC1, AMLC, GT1, PRO1957"	P12829
MYL9	"LC20, MLC2, MRLC1, MYRL2"	P24844
MYLK	"KRP, MLCK, MLCK1, MLCK108, MLCK210, MYLK-L, MYLK1, smMLCK, Telokin"	Q15746
MYLK2	"KMLC, MLCK2, skMLCK"	Q9H1R3
MYMK	"MYOMAKER, TMEM226, TMEM8C"	A6NI61
MYMX	MINION	A0A1B0GTQ4
MYO15A	"DFNB3, MYO15"	Q9UKN7
MYO18B	BK125H2.1	Q8IUG5
MYO1E	"HuncM-IC, MGC104638, MYO1C"	Q12965
MYO1F		O00160
MYO3A	DFNB30	Q8NEV4
MYO5A	"GS1, MYH12, MYO5, MYR12"	Q9Y4I1
MYO5B	KIAA1119	Q9ULV0
MYO6	"DFNA22, DFNB37, KIAA0389"	Q9UM54
MYO7A	"DFNA11, DFNB2, NSRD2, USH1B"	Q13402
MYO9A	"FLJ11061, FLJ13244, MGC71859"	B2RTY4
MYO9B	CELIAC4	Q13459
MYOC	"GLC1A, JOAG1, TIGR"	Q99972
MYOCD	MYCD	Q8IZQ8
MYOD1	"bHLHc1, MYF3, MYOD, PUM"	P15172
MYOF	"FER1L3, KIAA1207"	Q9NZM1
MYORG	"KIAA1161, NET37"	Q6NSJ0
MYOT	"LGMD1, LGMD1A, TTID"	Q9UBF9
MYOZ2	"C4orf5, CS-1, FATZ-2"	Q9NPC6
MYPN	MYOP	Q86TC9
MYRF	"C11orf9, MRF, Ndt80, pqn-47"	Q9Y2G1
MYSM1	KIAA1915	Q5VVJ2
MYT1L	"KIAA1106, NZF1, ZC2H2C2, ZC2HC4B"	Q9UL68
NAA10	"ARD1, ARD1A, DXS707, TE2"	P41227
NAA15	"FLJ13340, NARG1, NATH, TBDN100"	Q9BXJ9
NAA20	"dJ1002M8.1, NAT3, NAT5"	P61599
NACC1	"BEND8, BTBD14B, BTBD30, NAC-1, NAC1"	Q96RE7
NADK2	"C5orf33, FLJ30596, MNADK, NADKD1"	Q4G0N4
NADSYN1	FLJ10631	Q6IA69
NAGA	D22S674	P17050
NAGLU	NAG	P54802
NAGPA	"APAA, UCE"	Q9UK23
NAGS	"AGAS, ARGA, NAT7"	Q8N159
NALCN	"bA430M15.1, CanIon, VGCNL1"	Q8IZF0
NANOS1	"NOS1, ZC2HC12A"	Q8WY41
NANS	SAS	Q9NR45
NARS1	NARS	O43776
NARS2	"DFNB94, FLJ23441, SLM5"	Q96I59
NAT8L	"FLJ37478, Hcml3, Shati"	Q8N9F0
NAV3	"KIAA0938, POMFIL1"	Q8IVL0
NAXD	"CARKD, FLJ10769, LP3298"	Q8IW45
NAXE	"AIBP, APOA1BP, MGC119143, MGC119144, MGC119145, YJEFN1"	Q8NCW5
NBAS	NAG	A2RRP1
NBEA	"BCL8B, FLJ10197, KIAA1544, LYST2"	Q8NFP9
NBEAL2	KIAA0540	Q6ZNJ1
NBN	"AT-V1, AT-V2, ATV, NBS, NBS1"	O60934
NCAPD2	"CAP-D2, CNAP1, hCAP-D2, KIAA0159"	Q15021
NCAPD3	"CAP-D3, FLJ42888, hCAP-D3, hcp-6, hHCP-6, KIAA0056"	P42695
NCAPG2	"CAP-G2, FLJ20311, hCAP-G2, LUZP5, MTB"	Q86XI2
NCAPH	"BRRN1, CAP-H, hCAP-H"	Q15003
NCDN	"NCDN-1, NCDN-2"	Q9UBB6
NCF1	"NCF1A, NOXO2, p47phox, SH3PXD1A"	P14598
NCF2	"NOXA2, p67phox"	P19878
NCF4	"p40phox, SH3PXD4"	Q15080
NCKAP1L	HEM1	P55160
NCKIPSD	"AF3P21, DIP1, ORF1, SPIN90, WASLBP, WISH"	Q9NZQ3
NCOA1	"bHLHe74, F-SRC-1, KAT13A, NCoA-1, RIP160, SRC1"	Q15788
NCOA2	"bHLHe75, GRIP1, KAT13C, NCoA-2, TIF2"	Q15596
NCOA4	"ARA70, DKFZp762E1112, ELE1, PTC3, RFG"	Q13772
NCSTN	"APH2, KIAA0253"	Q92542
NDE1	"FLJ20101, NDE, nudE"	Q9NXR1
NDNF	"C4orf31, FLJ23191"	Q8TB73
NDP	"EVR2, norrin"	Q00604
NDRG1	"CAP43, DRG1, NDR1, RTP, TDD5"	Q92597
NDST1	"HSST, NST1"	P52848
NDUFA1	"CI-MWFE, MWFE"	O15239
NDUFA10	CI-42k	O95299
NDUFA11	B14.7	Q86Y39
NDUFA12	"B17.2, DAP13"	Q9UI09
NDUFA13	"B16.6, CDA016, CGI-39, GRIM-19, GRIM19"	Q9P0J0
NDUFA2	B8	O43678
NDUFA4	"CI-9k, COXFA4, MISTR1, MLRQ, MRCAF1"	O00483
NDUFA6	"B14, CI-B14, LYRM6, NADHB14"	P56556
NDUFA8	"MGC793, PGIV"	P51970
NDUFA9	"CI-39k, COQ11, NDUFS2L, SDR22E1"	Q16795
NDUFAF1	"CGI-65, CIA30"	Q9Y375
NDUFAF2	"B17.2L, mimitin, MMTN, NDUFA12L"	Q8N183
NDUFAF3	"2P1, C3orf60, DKFZP564J0123, E3-3, MGC10527"	Q9BU61
NDUFAF4	"bA22L21.1, C6orf66, HRPAP20, HSPC125, My013"	Q9P032
NDUFAF5	"C20orf7, dJ842G6.1"	Q5TEU4
NDUFAF6	"C8orf38, MGC40214"	Q330K2
NDUFAF7	"C2orf56, MidA, PRO1853"	Q7L592
NDUFAF8	C17orf89	A1L188
NDUFB10	PDSW	O96000
NDUFB11	"ESSS, Np15, NP17.3"	Q9NX14
NDUFB3	B12	O43676
NDUFB8	"ASHI, CI-ASHI"	O95169
NDUFB9	"B22, LYRM3, UQOR22"	Q9Y6M9
NDUFC2	"B14.5b, HLC-1"	O95298
NDUFS1	CI-75k	P28331
NDUFS2	CI-49	O75306
NDUFS3	CI-30	O75489
NDUFS4	"AQDQ, CI-18"	O43181
NDUFS6	CI-13kA	O75380
NDUFS7	"CI-20, FLJ45860, FLJ46880, PSST"	O75251
NDUFS8	"CI-23k, TYKY"	O00217
NDUFV1	CI-51K	P49821
NDUFV2	CI-24k	P19404
NEB	"NEB177D, NEM2"	P20929
NECAP1	DKFZP566B183	Q8NC96
NECTIN1	"CD111, CLPED1, ED4, HIgR, HVEC, Nectin-1, OFC7, PRR, PRR1, PVRL1, PVRR1, SK-12"	Q15223
NECTIN4	"LNIR, nectin-4, PRR4, PVRL4"	Q96NY8
NEDD4L	"KIAA0439, NEDD4-2, RSP5"	Q96PU5
NEFH	"NF-H, NFH"	P12036
NEFL	"CMT1F, CMT2E, NF68, NFL, PPP1R110"	P07196
NEK1	"KIAA1901, NY-REN-55"	Q96PY6
NEK10	FLJ32685	Q6ZWH5
NEK2	"NEK2A, NLK1, PPP1R111, RP67"	P51955
NEK8	NPHP9	Q86SG6
NEK9	"DKFZp434D0935, MGC16714, Nek8, NERCC, NERCC1"	Q8TD19
NEMF	"FLJ10051, NY-CO-1, RQC2, SDCCAG1"	O60524
NEPRO	"C3orf17, DKFZP434F2021, NET17"	Q6NW34
NEU1	NEU	Q99519
NEUROD1	"BETA2, BHF-1, bHLHa3, MODY6, NEUROD"	Q13562
NEUROD2	"bHLHa1, NDRF"	Q15784
NEUROG3	"Atoh5, bHLHa7, Math4B, ngn3"	Q9Y4Z2
NEXMIF	"KIAA2022, KIDLIA, MRX98, XPN"	Q5QGS0
NEXN	"NELIN, nexilin"	Q0ZGT2
NF1		P21359
NF2	"ACN, BANF, merlin, merlin-1, SCH"	P35240
NFASC	"FLJ46866, KIAA0756, NF, NRCAML"	O94856
NFE2L2	"NRF-2, NRF2"	Q16236
NFIA	"KIAA1439, NFI-L"	Q12857
NFIB	"NFI-RED, NFIB2, NFIB3"	O00712
NFIX	NF1A	Q14938
NFKB1	"KBF1, NF-kappaB, NF-kB1, NFkappaB, NFKB-p50, p105, p50"	P19838
NFKB2	"LYT-10, NF-kB2, p105, p49/p100, p52"	Q00653
NFKBIA	"IkappaBalpha, IKBA, MAD-3, NFKBI"	P25963
NFS1	"IscS, NifS"	Q9Y697
NFU1	"CGI-33, HIRIP5, NifU, NIFUC"	Q9UMS0
NGF	NGFB	P01138
NGLY1	"FLJ11005, PNG-1, PNG1"	Q96IV0
NHEJ1	"Cernunnos, FLJ12610, XLF"	Q9H9Q4
NHLH2	"bHLHa34, HEN2, NSCL2"	Q02577
NHLRC1	"bA204B7.2, EPM2B"	Q6VVB1
NHLRC2	"DKFZp779F115, FLJ20147, FLJ25621, FLJ33312, MGC45492"	Q8NBF2
NHP2	"FLJ20479, NOLA2"	Q9NX24
NHS		Q6T4R5
NIN		Q8N4C6
NIPA1	"MGC35570, SLC57A1, SPG6"	Q7RTP0
NIPAL4	"ICHYN, SLC57A6"	Q0D2K0
NIPBL	"DKFZp434L1319, FLJ11203, FLJ12597, FLJ13354, FLJ13648, IDN3, Scc2"	Q6KC79
NKAIN2	"FAM77B, TCBA1"	Q5VXU1
NKAP	FLJ22626	Q8N5F7
